,Strain,Type,Rating,Effects
1520,Opium,hybrid,4.8,"Happy,Relaxed,Euphoric,Uplifted,Giggly"
1521,Or,hybrid,4.4,"Hungry,Happy,Relaxed,Euphoric,Sleepy"
1522,Orange-Afghani,indica,4.5,"Hungry,Relaxed,Sleepy,Creative,Uplifted"
1523,Orange-Blossom,hybrid,4.6,"Uplifted,Euphoric,Happy,Talkative,Creative"
1524,Orange-Bud,hybrid,4.3,"Happy,Euphoric,Energetic,Relaxed,Uplifted"
1525,Orange-Cookies,hybrid,4.6,"Relaxed,Happy,Uplifted,Euphoric,Creative"
1526,Orange-Creamsicle,hybrid,4.8,"Relaxed,Happy,Euphoric,Uplifted,Focused"
1527,Orange-Crush,hybrid,4.2,"Uplifted,Happy,Relaxed,Energetic,Creative"
1528,Orange-Diesel,hybrid,4.4,"Relaxed,Focused,Talkative,Energetic,Euphoric"
1529,Orange-Dream,hybrid,4.1,"Happy,Euphoric,Creative,Uplifted,Relaxed"
1530,Orange-Durban,sativa,4.8,"Energetic,Talkative,Uplifted,Focused,Creative"
1531,Orange-Haze,hybrid,4.4,"Happy,Uplifted,Euphoric,Relaxed,Energetic"
1532,Orange-Hill-Special,hybrid,4.9,"Happy,Relaxed,Sleepy,Euphoric,Focused"
1533,Orange-Juice,hybrid,4.4,"Relaxed,Euphoric,Uplifted,Happy,Creative"
1534,Orange-Kush,indica,4.1,"Relaxed,Happy,Euphoric,Sleepy,Hungry"
1535,Orange-Kush-Breath,hybrid,0.0,None
1536,Orange-Romulan,indica,4.0,"Euphoric,Relaxed,Tingly,Giggly,Happy"
1537,Orange-Skunk,hybrid,4.1,"Happy,Relaxed,Uplifted,Hungry,Tingly"
1538,Orange-Turbo,hybrid,4.3,"Happy,Creative,Relaxed,Sleepy,Hungry"
1539,Orange-Velvet,hybrid,4.3,"Uplifted,Relaxed,Happy,Euphoric,Focused"
1540,Orange-Wreck,sativa,3.0,"Uplifted,Creative,Energetic,Euphoric,Focused"
1541,Oregon-Diesel,indica,4.5,"Relaxed,Happy,Sleepy,Tingly,Euphoric"
1542,Oregon-Pineapple,hybrid,4.2,"Happy,Giggly,Uplifted,Relaxed,Creative"
1543,Oregon-Pinot-Noir,sativa,4.6,"Relaxed,Euphoric,Sleepy,Focused,Tingly"
1544,Organic-Diesel,hybrid,4.5,"Uplifted,Happy,Talkative,Energetic,Focused"
1545,Orient-Express,hybrid,4.5,"Uplifted,Euphoric,Happy,Hungry,Relaxed"
1546,Ortega,indica,4.8,"Relaxed,Giggly,Uplifted,Euphoric,Sleepy"
1547,Oteils-Egyptian-Kush,hybrid,4.8,"Happy,Hungry,Relaxed,Focused,Creative"
1548,Outer-Space,sativa,4.7,"Uplifted,Creative,Euphoric,Energetic,Happy"
1549,Outlaw,sativa,4.5,"Euphoric,Uplifted,Creative,Energetic,Focused"
1550,Ogezus,indica,4.5,"Relaxed,Euphoric,Happy,Creative,Energetic"
1551,P-51,indica,4.4,"Happy,Giggly,Tingly,Uplifted,Relaxed"
1552,P-91,hybrid,4.5,"Euphoric,Happy,Relaxed,Creative,Energetic"
1553,Pvc-Og,indica,4.5,"Tingly,Focused,Talkative,Uplifted,Energetic"
1554,Pacific-Blue,indica,5.0,"Tingly,Relaxed,Sleepy,Uplifted,Creative"
1555,Pagoda,sativa,5.0,"Uplifted,Happy,Relaxed,Talkative,Energetic"
1556,Pakistan-Valley-Kush,indica,5.0,"Relaxed,Happy,Sleepy,Euphoric,Uplifted"
1557,Pakistani-Chitral-Kush,indica,4.7,"Relaxed,Happy,Sleepy,Euphoric,Hungry"
1558,Pamelina,indica,4.8,"Euphoric,Relaxed,Happy,Sleepy,Uplifted"
1559,Panama-Punch,sativa,4.9,"Happy,Energetic,Uplifted,Focused,Tingly"
1560,Panama-Red,sativa,4.3,"Happy,Hungry,Uplifted,Energetic,Focused"
1561,Panda-Og,hybrid,4.4,"Relaxed,Euphoric,Happy,Focused,Uplifted"
1562,Pandoras-Box,sativa,4.3,"Euphoric,Energetic,Uplifted,Happy,Focused"
1563,Papas-Og,indica,4.7,"Relaxed,Focused,Happy,Giggly,Sleepy"
1564,Papaya,indica,4.2,"Relaxed,Sleepy,Happy,Euphoric,Hungry"
1565,Paris-Og,indica,4.6,"Relaxed,Happy,Sleepy,Euphoric,Uplifted"
1566,Paris-Xxx,indica,4.5,"Creative,Aroused,Uplifted,Energetic,Euphoric"
1567,Patti-Cake,hybrid,0.0,None
1568,Peaches-And-Cream,hybrid,4.7,"Euphoric,Relaxed,Focused,Creative,Hungry"
1569,Pearl-Scout-Cookies,hybrid,4.7,"Uplifted,Happy,Giggly,Relaxed,Focused"
1570,Peles-Fire-Og,hybrid,5.0,"Aroused,Uplifted,Energetic,Sleepy,Tingly"
1571,Pennywise,indica,4.5,"Relaxed,Happy,Uplifted,Sleepy,Focused"
1572,Peppermint-Cookies,hybrid,4.7,"Relaxed,Euphoric,Uplifted,Focused,Creative"
1573,Permafrost,hybrid,4.2,"Focused,Happy,Relaxed,Talkative,Euphoric"
1574,Pestilence,indica,0.0,None
1575,Petrolia-Headstash,indica,4.6,"Relaxed,Euphoric,Uplifted,Happy,Aroused"
1576,Peyote-Cookies,indica,4.9,"Happy,Euphoric,Creative,Relaxed,Hungry"
1577,Peyton-Manning,hybrid,0.0,None
1578,Pez,indica,4.3,"Euphoric,Sleepy,Giggly,Relaxed,Energetic"
1579,Phantom-Arrow,indica,5.0,"Happy,Relaxed,Tingly,Euphoric,Focused"
1580,Phantom-Cookies,hybrid,4.6,"Happy,Relaxed,Uplifted,Creative,Energetic"
1581,Phantom-Og,indica,4.4,"Relaxed,Sleepy,Euphoric,Happy,Focused"
1582,Phatt-Frutty,indica,4.5,"Uplifted,Happy,Relaxed,Talkative,Creative"
1583,Phishhead-Kush,indica,5.0,"Giggly,Happy,Talkative,Tingly,Uplifted"
1584,Pie-Face-Og,hybrid,4.5,"Relaxed,Euphoric,Giggly,Happy,Tingly"
1585,Pine-Cone,hybrid,4.5,"Creative,Uplifted,Energetic,Euphoric,Focused"
1586,Pine-Queen-Dream,hybrid,4.7,"Aroused,Uplifted,Euphoric,Focused,Happy"
1587,Pine-Tar-Kush,indica,4.5,"Relaxed,Happy,Uplifted,Euphoric,Hungry"
1588,Pineapple,hybrid,4.2,"Happy,Uplifted,Euphoric,Relaxed,Energetic"
1589,Pineapple-Calyx,hybrid,0.0,None
1590,Pineapple-Chunk,hybrid,4.5,"Relaxed,Happy,Hungry,Euphoric,Uplifted"
1591,Pineapple-Cookies,hybrid,4.0,"Talkative,Energetic,Euphoric,Happy,Uplifted"
1592,Pineapple-Diesel,hybrid,4.4,"Uplifted,Talkative,Happy,Euphoric,Giggly"
1593,Pineapple-Dog-Shit,hybrid,4.2,"Uplifted,Euphoric,Energetic,Focused,Happy"
1594,Pineapple-Express,hybrid,4.4,"Happy,Uplifted,Euphoric,Energetic,Relaxed"
1595,Pineapple-Fields,sativa,4.3,"Creative,Uplifted,Happy,Relaxed,Euphoric"
1596,Pineapple-Haze,sativa,4.2,"Relaxed,Euphoric,Happy,Uplifted,Energetic"
1597,Pineapple-Jack,sativa,4.4,"Happy,Euphoric,Talkative,Tingly,Giggly"
1598,Pineapple-Kush,hybrid,4.2,"Happy,Uplifted,Euphoric,Giggly,Relaxed"
1599,Pineapple-Og,sativa,4.6,"Happy,Uplifted,Focused,Creative,Energetic"
1600,Pineapple-Punch,sativa,4.5,"Creative,Aroused,Happy,Euphoric,Uplifted"
1601,Pineapple-Purple-Skunk,hybrid,4.5,"Relaxed,Happy,Uplifted,Euphoric,Aroused"
1602,Pineapple-Purps,sativa,4.4,"Creative,Uplifted,Relaxed,Euphoric,Energetic"
1603,Pineapple-Sage,sativa,5.0,"Uplifted,Creative,Energetic,Euphoric,Focused"
1604,Pineapple-Skunk,hybrid,4.4,"Uplifted,Happy,Relaxed,Euphoric,Talkative"
1605,Pineapple-Super-Silver-Haze,sativa,4.7,"Happy,Euphoric,Energetic,Focused,Tingly"
1606,Pineapple-Thai,sativa,4.0,"Relaxed,Creative,Sleepy,Happy,Focused"
1607,Pineapple-Trainwreck,hybrid,4.1,"Relaxed,Euphoric,Uplifted,Happy,Giggly"
1608,Pineapple-Upside-Down-Cake,hybrid,5.0,"Euphoric,Happy,Relaxed,Tingly,Uplifted"
1609,Pink-Berry,indica,4.0,"Sleepy,Uplifted,Aroused,Tingly,Euphoric"
1610,Pink-Bubba,indica,4.4,"Relaxed,Euphoric,Sleepy,Hungry,Happy"
1611,Pink-Champagne,indica,4.8,"Relaxed,Happy,Euphoric,Uplifted,Sleepy"
1612,Pink-Cookies,hybrid,4.5,"Relaxed,Aroused,Creative,Giggly,Happy"
1613,Pink-Death-Star,indica,4.7,"Relaxed,Sleepy,Euphoric,Happy,Tingly"
1614,Pink-Hawaiian,hybrid,4.8,"Uplifted,Creative,Happy,Aroused,Energetic"
1615,Pink-Kush,hybrid,4.5,"Relaxed,Happy,Sleepy,Euphoric,Hungry"
1616,Pink-Lemonade,hybrid,4.5,"Happy,Uplifted,Energetic,Relaxed,Focused"
1617,Pink-Mango,hybrid,4.5,"Relaxed,Happy,Euphoric,Creative,Focused"
1618,Pink-Panther,hybrid,4.4,"Happy,Euphoric,Energetic,Uplifted,Relaxed"
1619,Pink-Pez,hybrid,4.1,"Happy,Sleepy,Creative,Relaxed,Hungry"
1620,Pink-Starburst,hybrid,4.1,"Euphoric,Happy,Talkative,Uplifted,Creative"
1621,Pink-Sunset,indica,4.6,"Relaxed,Euphoric,Tingly,Sleepy,Happy"
1622,Pinot-Green,sativa,4.2,"Talkative,Euphoric,Focused,Sleepy,Uplifted"
1623,Pitbull,indica,4.3,"Relaxed,Sleepy,Happy,Euphoric,Focused"
1624,Pia-Collision,sativa,0.0,None
1625,Platinum-Bubba-Kush,indica,4.5,"Euphoric,Relaxed,Happy,Sleepy,Uplifted"
1626,Platinum-Calyx,hybrid,5.0,"Euphoric,Uplifted,Creative,Hungry,Relaxed"
1627,Platinum-Gsc,hybrid,4.6,"Relaxed,Happy,Euphoric,Uplifted,Hungry"
1628,Platinum-Huckleberry-Cookies,hybrid,4.8,"Euphoric,Relaxed,Happy,Tingly,Creative"
1629,Platinum-Kush,indica,4.4,"Relaxed,Happy,Euphoric,Sleepy,Uplifted"
1630,Platinum-Og,indica,4.4,"Relaxed,Sleepy,Euphoric,Happy,Hungry"
1631,Platinum-Purple-Kush,indica,4.3,"Relaxed,Sleepy,Happy,Euphoric,Hungry"
1632,Platinum-Sour-Diesel,hybrid,5.0,"Giggly,Relaxed,Uplifted,Euphoric,Happy"
1633,Platinum-Wreck,hybrid,4.1,"Happy,Uplifted,Euphoric,Relaxed,Creative"
1634,Plushberry,indica,4.3,"Relaxed,Happy,Euphoric,Sleepy,Uplifted"
1635,Pluto-Kush,indica,3.9,"Euphoric,Sleepy,Relaxed,Creative,Hungry"
1636,Poison-Haze,sativa,4.1,"Energetic,Happy,Relaxed,Uplifted,Giggly"
1637,Pokie,indica,3.5,"Relaxed,Sleepy,Euphoric,Happy,Focused"
1638,Poochie-Love,sativa,4.0,"Euphoric,Focused,Creative,Happy,Energetic"
1639,Pop-Rox,hybrid,4.3,"Euphoric,Creative,Uplifted,Happy,Aroused"
1640,Popcorn-Kush,indica,4.2,"Relaxed,Sleepy,Happy,Hungry,Giggly"
1641,Pot-Of-Gold,indica,4.2,"Relaxed,Happy,Creative,Focused,Sleepy"
1642,Power-Kush,indica,4.0,"Relaxed,Uplifted,Euphoric,Sleepy,Creative"
1643,Power-Plant,sativa,4.2,"Happy,Uplifted,Euphoric,Energetic,Talkative"
1644,Pre-98-Bubba-Kush,indica,4.4,"Relaxed,Happy,Euphoric,Sleepy,Hungry"
1645,Predator-Pink,hybrid,4.7,"Relaxed,Happy,Euphoric,Tingly,Uplifted"
1646,Presidential-Og,indica,4.5,"Relaxed,Sleepy,Happy,Giggly,Tingly"
1647,Primus,indica,4.7,"Relaxed,Happy,Euphoric,Hungry,Uplifted"
1648,Princesss-Tiara,hybrid,4.7,"Talkative,Energetic,Happy,Uplifted,Giggly"
1649,Professor-Chaos,hybrid,4.6,"Uplifted,Happy,Energetic,Relaxed,Euphoric"
1650,Project-Blue-Book,hybrid,4.6,"Happy,Uplifted,Creative,Focused,Talkative"
1651,Proper-Pho-Shatter-S,sativa,0.0,None
1652,Proper-Pho-Shatter-H,hybrid,0.0,None
1653,Proper-Pho-Shatter-I,indica,0.0,None
1654,Puna-Buddaz,indica,5.0,"Uplifted,Happy,Sleepy,Talkative,Creative"
1655,Puna-Budder,hybrid,4.8,"Uplifted,Giggly,Happy,Relaxed,Talkative"
1656,Punky-Lion,indica,4.5,"Relaxed,Euphoric,Tingly,Happy,Sleepy"
1657,Pure-Afghan,indica,4.7,"Relaxed,Sleepy,Happy,Euphoric,Uplifted"
1658,Pure-Kush,indica,4.4,"Relaxed,Happy,Sleepy,Euphoric,Hungry"
1659,Pure-Love,indica,4.8,"Relaxed,Sleepy,Happy,Focused,Euphoric"
1660,Pure-Og,indica,4.1,"Happy,Tingly,Uplifted,Creative,Relaxed"
1661,Pure-Power-Plant,hybrid,4.4,"Energetic,Happy,Relaxed,Creative,Uplifted"
1662,Purple-Ak-47,hybrid,4.3,"Relaxed,Euphoric,Focused,Aroused,Sleepy"
1663,Purple-Afghani,indica,4.2,"Relaxed,Uplifted,Sleepy,Happy,Euphoric"
1664,Purple-Alien-Og,hybrid,4.7,"Relaxed,Happy,Uplifted,Sleepy,Focused"
1665,Purple-Animal-Cookies,hybrid,0.0,"Euphoric,Giggly,Happy,Relaxed"
1666,Purple-Arrow,hybrid,4.2,"Happy,Uplifted,Focused,Energetic,Relaxed"
1667,Purple-Aurora,hybrid,5.0,"Focused,Relaxed"
1668,Purple-Berry,indica,4.4,"Relaxed,Happy,Euphoric,Creative,Sleepy"
1669,Purple-Bubba,indica,4.4,"Relaxed,Euphoric,Uplifted,Sleepy,Happy"
1670,Purple-Bud,indica,4.2,"Relaxed,Happy,Sleepy,Euphoric,Creative"
1671,Purple-Buddha,indica,4.4,"Euphoric,Relaxed,Happy,Focused,Sleepy"
1672,Purple-Bush,indica,4.8,"Relaxed,Creative,Focused,Euphoric,Sleepy"
1673,Purple-Candy,indica,4.4,"Relaxed,Happy,Sleepy,Euphoric,Uplifted"
1674,Purple-Champagne,sativa,4.4,"Uplifted,Focused,Euphoric,Happy,Creative"
1675,Purple-Cheddar,indica,4.5,"Euphoric,Happy,Relaxed,Sleepy,Hungry"
1676,Purple-Cheese,hybrid,4.3,"Happy,Relaxed,Uplifted,Sleepy,Euphoric"
1677,Purple-Chemdawg,indica,4.5,"Relaxed,Euphoric,Happy,Uplifted,Sleepy"
1678,Purple-Cotton-Candy,indica,4.6,"Relaxed,Happy,Talkative,Uplifted,Aroused"
1679,Purple-Cow,sativa,4.5,"Focused,Relaxed,Uplifted,Euphoric"
1680,Purple-Crack,hybrid,4.3,"Happy,Relaxed,Euphoric,Uplifted,Energetic"
1681,Purple-Cream,indica,4.3,"Happy,Relaxed,Sleepy,Hungry,Giggly"
1682,Purple-Diesel,hybrid,4.2,"Relaxed,Uplifted,Happy,Energetic,Focused"
1683,Purple-Dog-Shit,hybrid,4.8,"Euphoric,Relaxed,Happy,Creative,Uplifted"
1684,Purple-Dragon,indica,4.3,"Relaxed,Uplifted,Giggly,Euphoric,Happy"
1685,Purple-Dream,hybrid,4.4,"Relaxed,Happy,Euphoric,Sleepy,Uplifted"
1686,Purple-Elephant,indica,4.2,"Relaxed,Sleepy,Giggly,Happy,Euphoric"
1687,Purple-Frost,hybrid,0.0,None
1688,Purple-Goat,hybrid,3.5,"Uplifted,Happy,Talkative,Creative,Energetic"
1689,Purple-Goo,indica,4.5,"Relaxed,Euphoric,Happy,Talkative,Uplifted"
1690,Purple-Gorilla,hybrid,4.3,"Relaxed,Sleepy,Happy,Euphoric,Uplifted"
1691,Purple-Hashplant,hybrid,4.2,"Euphoric,Relaxed,Sleepy,Hungry,Happy"
1692,Purple-Haze,sativa,4.3,"Uplifted,Happy,Euphoric,Relaxed,Energetic"
1693,Purple-Headband,hybrid,4.3,"Happy,Relaxed,Uplifted,Creative,Focused"
1694,Purple-Hindu-Kush,indica,4.6,"Relaxed,Sleepy,Happy,Euphoric,Uplifted"
1695,Purple-Ice,hybrid,4.4,"Happy,Relaxed,Euphoric,Uplifted,Creative"
1696,Purple-Jack,hybrid,4.3,"Uplifted,Euphoric,Focused,Relaxed,Creative"
1697,Purple-Jolly-Rancher,indica,4.4,"Focused,Relaxed,Euphoric,Happy,Uplifted"
1698,Purple-Kush,indica,4.3,"Relaxed,Sleepy,Happy,Euphoric,Hungry"
1699,Purple-Linda,indica,5.0,Relaxed
1700,Purple-Martian-Kush,indica,4.5,"Relaxed,Happy,Tingly,Euphoric,Uplifted"
1701,Purple-Maui,hybrid,4.1,"Happy,Energetic,Uplifted,Relaxed,Focused"
1702,Purple-Monkey-Balls,indica,4.6,"Happy,Relaxed,Euphoric,Sleepy,Giggly"
1703,Purple-Mr-Nice,indica,4.2,"Relaxed,Sleepy,Euphoric,Happy,Uplifted"
1704,Purple-Nepal,indica,4.2,"Relaxed,Happy,Euphoric,Tingly,Sleepy"
1705,Purple-Og-Kush,indica,4.4,"Sleepy,Relaxed,Happy,Euphoric,Hungry"
1706,Purple-Pantera,hybrid,4.8,"Sleepy,Euphoric,Relaxed"
1707,Purple-Panty-Dropper,indica,4.3,"Relaxed,Euphoric,Happy,Sleepy,Giggly"
1708,Purple-Paralysis,hybrid,4.6,"Sleepy,Relaxed,Euphoric,Happy,Hungry"
1709,Purple-Passion,indica,4.4,"Relaxed,Sleepy,Happy,Creative,Euphoric"
1710,Purple-People-Eater,indica,4.1,"Uplifted,Creative,Euphoric,Focused,Relaxed"
1711,Purple-Pinecone,indica,4.6,"Focused,Happy,Euphoric,Relaxed,Sleepy"
1712,Purple-Power,sativa,4.4,"Relaxed,Happy,Uplifted,Energetic,Creative"
1713,Purple-Princess,hybrid,4.2,"Relaxed,Aroused,Euphoric,Uplifted,Happy"
1714,Purple-Punch,indica,4.6,"Relaxed,Sleepy,Happy,Euphoric,Uplifted"
1715,Purple-Raine,hybrid,4.5,"Uplifted,Happy,Creative,Energetic,Euphoric"
1716,Purple-Rhino,hybrid,4.8,"Happy,Relaxed,Euphoric,Hungry,Tingly"
1717,Purple-Sage,hybrid,3.6,"Euphoric,Uplifted,Creative,Happy,Aroused"
1718,Purple-Skunk,hybrid,4.3,"Happy,Relaxed,Sleepy,Focused,Giggly"
1719,Purple-Sour-Diesel,hybrid,4.3,"Happy,Euphoric,Tingly,Uplifted,Relaxed"
1720,Purple-Star,indica,4.6,"Relaxed,Uplifted,Tingly,Sleepy,Euphoric"
1721,Purple-Swish,indica,5.0,"Happy,Energetic,Sleepy,Giggly,Hungry"
1722,Purple-Tangie,sativa,4.5,"Happy,Euphoric,Energetic,Relaxed,Creative"
1723,Purple-Tears,hybrid,5.0,"Sleepy,Tingly,Happy,Hungry,Relaxed"
1724,Purple-Thai,sativa,4.6,"Relaxed,Happy,Uplifted,Focused,Creative"
1725,Purple-Tide,hybrid,1.0,None
1726,Purple-Tonic,indica,3.2,"Happy,Uplifted,Energetic,Euphoric,Sleepy"
1727,Purple-Trainwreck,hybrid,4.2,"Relaxed,Happy,Uplifted,Euphoric,Giggly"
1728,Purple-Urkle,indica,4.4,"Relaxed,Sleepy,Happy,Euphoric,Uplifted"
1729,Purple-Voodoo,hybrid,4.4,"Euphoric,Focused,Relaxed,Giggly,Happy"
1730,Purple-Widow,hybrid,4.6,"Relaxed,Euphoric,Hungry,Happy,Creative"
1731,Purple-Wreck,indica,4.3,"Relaxed,Sleepy,Happy,Euphoric,Creative"
1732,Q3,sativa,3.6,"Happy,Tingly,Uplifted,Giggly,Energetic"
1733,Qleaner,hybrid,4.4,"Uplifted,Energetic,Happy,Euphoric,Creative"
1734,Qrazy-Train,hybrid,4.3,"Relaxed,Creative,Giggly,Uplifted,Hungry"
1735,Quantum-Kush,sativa,4.7,"Euphoric,Happy,Energetic,Creative,Uplifted"
1736,Quebec-Gold,hybrid,4.4,"Relaxed,Talkative,Euphoric,Happy,Hungry"
1737,Queens-Panties,hybrid,3.0,"Talkative,Happy,Energetic,Tingly,Uplifted"
1738,Querkle,indica,4.3,"Relaxed,Happy,Sleepy,Euphoric,Uplifted"
1739,Queso,hybrid,5.0,"Sleepy,Tingly,Hungry,Creative,Euphoric"
1740,Quin-N-Tonic,indica,4.6,"Relaxed,Happy,Focused,Hungry,Sleepy"
1741,Qush,indica,4.5,"Relaxed,Sleepy,Uplifted,Happy,Euphoric"
1742,R-4,hybrid,5.0,"Uplifted,Happy,Relaxed,Creative,Focused"
1743,Race-Fuel-Og,hybrid,4.5,"Relaxed,Hungry,Focused,Euphoric,Tingly"
1744,Rafael,sativa,5.0,None
1745,Rainbow,hybrid,4.5,"Euphoric,Relaxed,Happy,Talkative,Uplifted"
1746,Rainbow-Jones,indica,5.0,"Relaxed,Talkative,Uplifted,Happy,Aroused"
1747,Raindance,hybrid,5.0,"Happy,Uplifted,Energetic,Giggly"
1748,Rare-Dankness-1,indica,4.8,"Happy,Relaxed,Sleepy,Creative,Euphoric"
1749,Rare-Darkness,indica,0.0,None
1750,Raskal-Og,hybrid,4.1,"Happy,Talkative,Euphoric,Uplifted,Giggly"
1751,Raspberry-Cough,sativa,4.4,"Uplifted,Happy,Energetic,Creative,Talkative"
1752,Raspberry-Kush,indica,4.2,"Relaxed,Euphoric,Happy,Hungry,Creative"
1753,Raw-Diesel,hybrid,3.1,"Relaxed,Sleepy,Uplifted,Hungry,Happy"
1754,Ray-Charles,indica,4.5,"Relaxed,Sleepy,Uplifted,Focused,Tingly"
1755,Rebel-Berry-Og,hybrid,5.0,"Euphoric,Happy,Uplifted,Relaxed,Creative"
1756,Rebel-God-Smoke,sativa,5.0,"Uplifted,Euphoric,Energetic,Focused,Happy"
1757,Rebel-Tangie-Kandy,sativa,0.0,None
1758,Reclining-Buddha,indica,4.9,"Relaxed,Euphoric,Happy,Uplifted,Giggly"
1759,Recon,indica,4.2,"Relaxed,Sleepy,Happy,Giggly,Talkative"
1760,Red-Cherry-Berry,hybrid,4.0,"Happy,Relaxed,Euphoric,Giggly,Focused"
1761,Red-Congolese,sativa,4.6,"Energetic,Uplifted,Happy,Focused,Euphoric"
1762,Red-Diesel,hybrid,4.2,"Euphoric,Hungry,Energetic,Happy,Relaxed"
1763,Red-Dragon,hybrid,4.2,"Happy,Uplifted,Euphoric,Tingly,Relaxed"
1764,Red-Dwarf,indica,4.3,"Sleepy,Euphoric,Happy,Relaxed,Hungry"
1765,Red-Eye-Og,indica,4.4,"Relaxed,Sleepy,Happy,Euphoric,Hungry"
1766,Red-Haze,sativa,4.3,"Energetic,Euphoric,Relaxed,Focused,Creative"
1767,Red-Headed-Stranger,sativa,4.5,"Happy,Energetic,Uplifted,Focused,Relaxed"
1768,Red-Poison,hybrid,4.7,"Uplifted,Euphoric,Happy,Relaxed,Talkative"
1769,Red-Velvet-Pie,hybrid,0.0,Euphoric
1770,Red-Widow,hybrid,3.2,"Happy,Uplifted,Focused,Energetic,Giggly"
1771,Redd-Cross,hybrid,5.0,"Sleepy,Relaxed,Tingly,Hungry"
1772,Redding-Og,hybrid,4.3,"Talkative,Euphoric,Giggly,Happy,Hungry"
1773,Redwood-Kush,indica,4.4,"Relaxed,Sleepy,Happy,Uplifted,Euphoric"
1774,Remedy,indica,4.6,"Relaxed,Uplifted,Happy,Sleepy,Euphoric"
1775,Remo-Chemo,hybrid,5.0,"Talkative,Uplifted,Creative,Euphoric,Giggly"
1776,Rene,hybrid,4.3,"Uplifted,Happy,Relaxed,Energetic,Creative"
1777,Rene-Mist,hybrid,3.7,"Happy,Hungry,Relaxed,Uplifted,Aroused"
1778,Richie-Rich,hybrid,4.3,"Happy,Euphoric,Relaxed,Hungry,Creative"
1779,Riddler-Og,hybrid,4.7,"Aroused,Talkative,Tingly,Uplifted,Creative"
1780,Ridge-Berry,sativa,5.0,None
1781,Rigger-Kush,indica,0.0,None
1782,Ringos-Gift,hybrid,4.7,"Relaxed,Uplifted,Happy,Focused,Energetic"
1783,Rip-City-Purps,indica,4.2,"Euphoric,Relaxed,Uplifted,Happy,Hungry"
1784,Ripped-Bubba,hybrid,4.2,"Relaxed,Creative,Euphoric,Hungry,Happy"
1785,Rob-Ford-Kush,hybrid,4.6,"Sleepy,Relaxed,Happy,Hungry,Tingly"
1786,Robert-Plant,sativa,4.5,"Uplifted,Energetic,Euphoric,Relaxed,Talkative"
1787,Rockbud,indica,4.2,"Euphoric,Happy,Relaxed,Sleepy,Uplifted"
1788,Rocklock,indica,4.6,"Relaxed,Happy,Euphoric,Focused,Energetic"
1789,Rockstar,indica,4.3,"Relaxed,Happy,Sleepy,Uplifted,Talkative"
1790,Rockstar-Kush,indica,4.2,"Relaxed,Happy,Uplifted,Hungry,Euphoric"
1791,Rockstar-Master-Kush,indica,4.2,"Relaxed,Euphoric,Hungry,Happy,Sleepy"
1792,Rocky-Dennis,hybrid,5.0,"Euphoric,Happy,Uplifted,Relaxed,Sleepy"
1793,Rocky-Mountain-Blueberry,indica,4.6,"Euphoric,Uplifted,Relaxed,Energetic,Talkative"
1794,Rocky-Mountain-High,hybrid,4.3,"Euphoric,Creative,Focused,Uplifted,Relaxed"
1795,Rollex-Og-Kush,indica,4.7,"Happy,Relaxed,Uplifted,Euphoric,Creative"
1796,Rolls-Choice,hybrid,4.8,"Relaxed,Happy,Uplifted,Energetic,Euphoric"
1797,Romping-Goddess,hybrid,4.0,"Happy,Hungry,Creative,Energetic,Euphoric"
1798,Romulan,indica,4.2,"Relaxed,Happy,Sleepy,Uplifted,Euphoric"
1799,Romulan-Grapefruit,hybrid,4.3,"Relaxed,Euphoric,Sleepy,Happy,Tingly"
1800,Romulan-Haze,hybrid,4.5,"Energetic,Focused,Relaxed,Euphoric,Happy"
1801,Root-Beer-Kush,sativa,3.8,"Relaxed,Uplifted,Energetic,Giggly,Creative"
1802,Rose-Bud,indica,4.2,"Euphoric,Uplifted,Relaxed,Creative,Energetic"
1803,Royal-Chemdawg,hybrid,4.3,"Relaxed,Sleepy,Creative,Hungry,Uplifted"
1804,Royal-Dwarf,hybrid,4.4,"Happy,Relaxed,Hungry,Tingly,Aroused"
1805,Royal-Haze,sativa,4.6,"Uplifted,Happy,Relaxed,Talkative,Energetic"
1806,Royal-Highness,hybrid,4.8,"Happy,Relaxed,Energetic,Uplifted,Focused"
1807,Royal-Kush,hybrid,4.2,"Relaxed,Sleepy,Happy,Euphoric,Hungry"
1808,Royal-Tree-Sherbet,hybrid,5.0,Relaxed
1809,Rubicon,hybrid,4.5,"Relaxed,Focused,Uplifted,Happy,Hungry"
1810,Rudeboi-Og,hybrid,4.8,"Relaxed,Uplifted,Euphoric,Hungry,Happy"
1811,Rug-Burn-Og,hybrid,4.4,"Euphoric,Relaxed,Happy,Hungry,Sleepy"
1812,Russian-Assassin,indica,4.9,"Relaxed,Euphoric,Happy,Sleepy,Tingly"
1813,Russian-Rocket-Fuel,hybrid,4.1,"Happy,Relaxed,Euphoric,Giggly,Uplifted"
1814,Sage,hybrid,4.2,"Happy,Euphoric,Relaxed,Uplifted,Energetic"
1815,Sfv-Dog,hybrid,4.5,"Relaxed,Happy,Uplifted,Euphoric,Focused"
1816,Sfv-Og,hybrid,4.4,"Happy,Relaxed,Uplifted,Euphoric,Focused"
1817,Sfv-Og-Kush,indica,4.5,"Relaxed,Happy,Euphoric,Uplifted,Sleepy"
1818,Sage-N-Sour,sativa,4.2,"Energetic,Happy,Uplifted,Euphoric,Relaxed"
